"English","Chinese (ZH)","Malay (MS)","Japanese (JA)","ID","Page","Section","Never Translate","Review Flag","Notes"
"Type A villas, each with a private pool: Upper (872 sq ft / 81.14 m², elevated water outlook) and Lower (858 sq ft / 79.75 m², direct water access level), each with 2 bedrooms, 2 bathrooms and a balcony. The resort comprises 1,734 rooms in total — 910 overwater villas offered for ownership, plus 800 tower rooms and 24 aquarium rooms.","A 型别墅，每户皆配备私人泳池：上层户型（872平方尺／81.14平方米，高台水景视野）与下层户型（858平方尺／79.75平方米，水平面直达楼层），皆为2房2卫连阳台。度假村总共规划1,734间房——910间供业权拥有的水上别墅，另设800间塔楼客房及24间水族客房。","Vila Jenis A, setiap satu dengan kolam renang peribadi: Atas (872 kaki persegi / 81.14 m², pemandangan air bertingkat) dan Bawah (858 kaki persegi / 79.75 m², aras akses air terus), setiap satu dengan 2 bilik tidur, 2 bilik mandi dan balkoni. Resort ini terdiri daripada 1,734 bilik secara keseluruhan — 910 vila atas air ditawarkan untuk pemilikan, ditambah 800 bilik menara dan 24 bilik akuarium.","タイプ A のヴィラにはそれぞれプライベート プールがあり、アッパー (872 平方フィート / 81.14 平方メートル、高い水の展望) とローワー (858 平方フィート / 79.75 平方メートル、直接水にアクセスできるレベル) があり、それぞれにベッドルーム 2 室、バスルーム 2 室、バルコニーが付いています。このリゾートは合計 1,734 室の客室で構成されており、910 室の水上ヴィラが所有権を提供されており、さらに 800 室のタワー ルームと 24 室のアクアリウム ルームが含まれています。","villas.faq.a3","/villas/","FAQ answer 3","","","Also in FAQPage JSON-LD with slightly different EN wording — ZH normalizes to one wording; do the same for MS/JA"
"Starting price and payment process?","起价与付款流程？","Memulakan harga dan proses pembayaran?","開始価格と支払いプロセスは?","villas.faq.q4","/villas/","FAQ question 4","","",""
"Villas are offered from RM774,000, subject to availability and official pricing. A booking fee applies, refundable upon loan disbursement, with bank end-financing available for qualified purchasers — full breakdown at consultation.","别墅价格由 RM774,000 起，视单位供应情况及官方价格而定。买家须支付订金，该订金将在贷款发放后退还，合资格买家亦可申请银行房贷——完整明细将于咨询时提供。","Vila ditawarkan daripada RM774,000, tertakluk kepada ketersediaan dan harga rasmi. Yuran tempahan dikenakan, akan dikembalikan semasa pembayaran pinjaman, dengan pembiayaan akhir bank tersedia untuk pembeli yang layak — pecahan penuh semasa berunding.","ヴィラはRM774,000から提供されており、空室状況と正式な価格に応じて異なります。予約手数料が適用されますが、ローン実行時に返金されます。適格な購入者には銀行による最終融資が利用可能です。詳細の内訳はご相談に応じます。","villas.faq.a4","/villas/","FAQ answer 4","Partial","","Keep RM774,000 unchanged. Also in FAQPage JSON-LD with slightly different wording — normalize as above"
"Can foreigners buy?","外国人可以购买吗？","Orang asing boleh beli?","外国人でも買えるの？","villas.faq.q5","/villas/","FAQ question 5","","",""
"Yes, subject to minimum price thresholds that vary by state, and separate rules apply to Malaysia My Second Home (MM2H) participants. Confirm the current threshold for Negeri Sembilan with Summerfield before committing.","可以，惟须符合各州属不同的最低购买价格门槛，马来西亚第二家园计划（MM2H）参与者则另有规定。请在作出决定前，向 Summerfield 确认森美兰州现行的门槛。","Ya, tertakluk kepada ambang harga minimum yang berbeza mengikut negeri, dan peraturan berasingan dikenakan kepada peserta Malaysia My Second Home (MM2H). Sahkan ambang semasa untuk Negeri Sembilan dengan Summerfield sebelum melakukan.","はい、州によって異なる最低価格基準があり、マレーシア マイ セカンド ホーム (MM2H) 参加者には別のルールが適用されます。コミットする前に、Summerfield で Negeri Sembilan の現在のしきい値を確認してください。","villas.faq.a5","/villas/","FAQ answer 5","Partial","","""Summerfield"" and ""MM2H"" verbatim. Also in FAQPage JSON-LD — identical wording"
"How do I arrange a viewing or consultation?","如何安排参观或咨询？","Bagaimanakah saya mengatur tontonan atau perundingan?","内覧や相談はどのように手配すればよいですか？","villas.faq.q6","/villas/","FAQ question 6","","",""
"Contact us on WhatsApp or via the form below to arrange a private briefing at Bukit Bintang Showroom.","请透过下方 WhatsApp 或表格联系我们，以安排在 Bukit Bintang Showroom 进行的私人简报。","Hubungi kami di WhatsApp atau melalui borang di bawah untuk mengatur taklimat peribadi di Bukit Bintang Showroom.","Bukit Bintang Showroom でのプライベートブリーフィングを手配するには、WhatsApp または以下のフォームからお問い合わせください。","villas.faq.a6","/villas/","FAQ answer 6","","","Also in FAQPage JSON-LD with slightly different wording (""via the form"" vs ""via the form below"") — ZH normalizes to one wording"
"Next Step","下一步","Langkah Seterusnya","次のステップ","villas.final.eyebrow","/villas/","Final CTA section eyebrow","","","Same string reused on /rental-programme/"
"Your Villa at Lexis Hibiscus 2 Starts With a Conversation","您与 Lexis Hibiscus 2 别墅的缘份，由一次对话开始","Vila Anda di Lexis Hibiscus 2 Bermula Dengan Perbualan","Lexis Hibiscus 2 のヴィラは会話から始まります","villas.final.h2","/villas/","Final CTA section H2","","",""
"Request the latest brochure, pricing and a private consultation with our consultant.","立即索取最新宣传册、价格资讯，并预约与我们顾问的私人咨询。","Minta risalah terkini, harga dan perundingan peribadi dengan perunding kami.","最新のパンフレット、価格をリクエストし、コンサルタントとの個別相談をご利用ください。","villas.final.body","/villas/","Final CTA section body","","",""
"Prefer a callback? Use the form and our consultant will reach out on WhatsApp with villa details, pricing and viewing times.","希望我们回电？请填写表格，我们的顾问将透过 WhatsApp 与您联系，提供别墅详情、价格及参观时间。","Lebih suka panggilan balik? Gunakan borang dan perunding kami akan menghubungi WhatsApp dengan butiran vila, harga dan masa tontonan.","コールバックをご希望ですか?フォームをご利用いただければ、当社のコンサルタントが WhatsApp でヴィラの詳細、価格、内覧時間をお知らせいたします。","villas.final.small_text","/villas/","Final CTA section small print","","",""
"15-Year Rental Programme | Lexis Hibiscus 2, Port Dickson","15年期租赁计划｜Lexis Hibiscus 2, Port Dickson","Program Sewa 15 Tahun | Lexis Hibiscus 2, Port Dickson","15 年間のレンタル プログラム | Lexis Hibiscus 2、Port Dickson","rental.meta.title","/rental-programme/","<title>","","Y",""
"Own a private-pool villa at Lexis Hibiscus 2, Port Dickson, under a structured 15-year rental programme managed by Lexis Hotel Group. Rental paid to owners since 2006. From RM774,000.","在 Lexis Hibiscus 2（Port Dickson）拥有私人泳池别墅，参与由 Lexis Hotel Group 管理的15年期结构化租赁计划。自2006年起持续向业主发放租金。价格由 RM774,000 起。","Miliki vila kolam renang persendirian di Lexis Hibiscus 2, Port Dickson, di bawah program penyewaan 15 tahun berstruktur yang diuruskan oleh Lexis Hotel Group. Sewa dibayar kepada pemilik sejak 2006. Daripada RM774,000.","Lexis Hotel Group が管理する 15 年間のレンタル プログラムに基づいて、Lexis Hibiscus 2、Port Dickson にプライベート プール付きヴィラを所有しましょう。 2006 年から所有者に支払われる賃貸料。RM774,000 から。","rental.meta.description","/rental-programme/","Meta description","","Y",""
"A 15-Year Managed Rental Programme — Lexis Hibiscus 2","15年期管理式租赁计划 — Lexis Hibiscus 2","Program Penyewaan Terurus 15 Tahun — Lexis Hibiscus 2","15 年間の管理されたレンタル プログラム — Lexis Hibiscus 2","rental.og.title","/rental-programme/","og:title","","Y",""
"Structured 15-year rental programme, operator track record since 2006. Villas from RM774,000.","15年期结构化租赁计划，营运商自2006年起累积实绩。别墅价格由 RM774,000 起。","Program penyewaan 15 tahun berstruktur, rekod prestasi pengendali sejak 2006. Vila daripada RM774,000.","15 年間のレンタル プログラムが体系化されており、2006 年以来オペレーターの実績があります。ヴィラは RM774,000 から。","rental.og.description","/rental-programme/","og:description","","Y",""
"Hi, I'd like to book a consultation for the full 15-year rental programme terms for Lexis Hibiscus 2.","您好，我想预约咨询，了解 Lexis Hibiscus 2 完整的15年期租赁计划条款。","Hai, saya ingin menempah perundingan untuk syarat penuh program penyewaan selama 15 tahun untuk Lexis Hibiscus 2.","こんにちは。Lexis Hibiscus 2 の 15 年間の完全なレンタル プログラム条件についてのコンサルティングを予約したいのですが。","rental.wa_text","/rental-programme/","WhatsApp prefill (data-wa-text)","","Y",""
"Lexis Hibiscus 2 · Port Dickson, Malaysia","Lexis Hibiscus 2 · Port Dickson，马来西亚","Lexis Hibiscus 2 · Port Dickson, Malaysia","Lexis Hibiscus 2 · Port Dickson、マレーシア","rental.hero.eyebrow","/rental-programme/","Hero eyebrow","Partial","","Same as villas.hero.eyebrow"
"A 15-Year Managed Rental Programme — Own a Private Pool Villa at Lexis Hibiscus 2","15年期管理式租赁计划——拥有 Lexis Hibiscus 2 私人泳池别墅","Program Penyewaan Terurus 15 Tahun — Miliki Vila Kolam Peribadi di Lexis Hibiscus 2","15 年間の管理されたレンタル プログラム — Lexis Hibiscus 2 でプライベート プール ヴィラを所有","rental.hero.h1","/rental-programme/","H1","","Y",""
"A hospitality-managed resort property in Port Dickson with a structured 15-year rental programme, run by an operator with a track record since 2006. Villas from RM774,000.","位于 Port Dickson 的酒店式管理度假物业，配备15年期结构化租赁计划，由自2006年起累积实绩的营运商负责运营。别墅价格由 RM774,000 起。","Hartanah resort yang diuruskan hospitaliti di Port Dickson dengan program penyewaan 15 tahun berstruktur, dikendalikan oleh pengendali dengan rekod prestasi sejak 2006. Vila daripada RM774,000.","Port Dickson にあるホスピタリティ管理のリゾート施設。体系化された 15 年間のレンタル プログラムがあり、2006 年以来実績のあるオペレーターが運営しています。ヴィラは RM774,000 から。","rental.hero.subhead","/rental-programme/","Hero subheadline","","Y",""
"15-Year Rental Programme","15年期租赁计划","Program Sewa 15 Tahun","15年間のレンタルプログラム","rental.hero.bullet1","/rental-programme/","Hero bullet","","Y",""
"Rental paid to owners since 2006","自2006年起向业主发放租金","Sewa dibayar kepada pemilik sejak 2006","2006 年以降、所有者に支払われた賃料","rental.hero.bullet2","/rental-programme/","Hero bullet","","Y",""
"2× Guinness World Records","2项健力士世界纪录","2× Rekod Dunia Guinness","2× ギネス世界記録","rental.hero.bullet3","/rental-programme/","Hero bullet","","",""
"From RM774,000","RM774,000 起","Daripada RM774,000","RM774,000から","rental.hero.bullet4","/rental-programme/","Hero bullet","Partial","","Keep RM774,000 unchanged"
"Artist impression of overwater villas at Lexis Hibiscus 2, Port Dickson, illuminated at night","Lexis Hibiscus 2（Port Dickson）水上别墅夜间灯光效果图","Kesan artis vila atas air di Lexis Hibiscus 2, Port Dickson, diterangi pada waktu malam","夜間ライトアップされたLexis Hibiscus 2、Port Dicksonの水上ヴィラのアーティストの印象","rental.hero.image_alt","/rental-programme/","Hero image alt","","",""
"The Programme","计划详情","Program","プログラム","rental.programme.eyebrow","/rental-programme/","How-it-works section eyebrow","","Y",""
"Own It. They Run It. You Benefit.","您拥有，他们营运，您受益","Miliki Ia. Mereka Menjalankannya. Anda Manfaat.","それを所有しましょう。彼らはそれを実行します。あなたに利益があります。","rental.programme.h2","/rental-programme/","How-it-works section H2","","Y",""
"A professionally managed rental programme structured over 15 years — the full mechanics are explained in your private consultation.","为期15年的专业管理租赁计划——完整机制将于您的私人咨询中详细说明。","Program penyewaan yang diuruskan secara profesional yang distrukturkan selama 15 tahun — mekanik penuh dijelaskan dalam perundingan peribadi anda.","15 年以上にわたって構築された、専門家が管理するレンタル プログラムです。詳細な仕組みについては、個別のコンサルティングで説明されます。","rental.programme.body","/rental-programme/","How-it-works section body","","Y",""
"Structured 15-Year Rental Programme","15年期结构化租赁计划","Program Sewaan 15 Tahun Berstruktur","体系化された 15 年間のレンタル プログラム","rental.card1.heading","/rental-programme/","Programme grid card heading","","Y",""
"A long-term programme with clear phases, set out in the official tenancy agreement.","长期计划，各阶段清晰划分，载于正式租赁协议。","Program jangka panjang dengan fasa yang jelas, yang ditetapkan dalam perjanjian penyewaan rasmi.","正式な賃貸契約書に定められた、明確な段階を持つ長期プログラム。","rental.card1.body","/rental-programme/","Programme grid card body","","Y",""
"Operator Covers Upkeep & Outgoings","营运商负责维护与支出","Operator Meliputi Pengemaskinian & Pengeluaran","維持費と出費はオペレーターが負担","rental.card2.heading","/rental-programme/","Programme grid card heading","","Y",""
"Furnishing, maintenance and daily operations are fully handled for you.","装修、维护与日常营运全权由营运商处理。","Perabot, penyelenggaraan dan operasi harian dikendalikan sepenuhnya untuk anda.","家具の設置、メンテナンス、日常業務はすべてお客様に代わって行われます。","rental.card2.body","/rental-programme/","Programme grid card body","","Y",""
"Rental Track Record Since 2006","自2006年起的租金发放实绩","Rekod Jejak Sewaan Sejak 2006","2006年からのレンタル実績","rental.card3.heading","/rental-programme/","Programme grid card heading","","Y",""
"Backed by an operator with a rental payment history across Lexis properties.","由旗下物业拥有租金发放实绩的营运商作为后盾。","Disokong oleh pengendali dengan sejarah pembayaran sewa merentas hartanah Lexis.","レクシス施設全体での賃貸料支払い履歴を持つオペレーターがサポートします。","rental.card3.body","/rental-programme/","Programme grid card body","","Y",""
"10 Complimentary Owner Nights a Year","每年10晚业主免费入住","10 Malam Pemilik Percuma Setahun","年間 10 回のオーナー宿泊無料","rental.card4.heading","/rental-programme/","Programme grid card heading","","Y",""
"Your villa is also your family's annual resort retreat.","您的别墅同时也是家庭每年的度假胜地。","Vila anda juga merupakan tempat percutian resort tahunan keluarga anda.","あなたの別荘は、家族の毎年恒例のリゾートの隠れ家でもあります。","rental.card4.body","/rental-programme/","Programme grid card body","","Y",""
"Flexible Exit With Written Notice","书面通知即可灵活退出","Keluar Fleksibel Dengan Notis Bertulis","書面による通知による柔軟な終了","rental.card5.heading","/rental-programme/","Programme grid card heading","","Y",""
"Owners may end the tenancy with advance written notice.","业主可提前发出书面通知以终止租赁。","Pemilik boleh menamatkan penyewaan dengan notis bertulis awal.","所有者は事前の書面による通知によりテナント契約を終了することができます。","rental.card5.body","/rental-programme/","Programme grid card body","","Y",""
"Managed by Lexis Hotel Group","由 Lexis Hotel Group 管理","Diuruskan oleh Lexis Hotel Group","Lexis Hotel Groupによって管理されます","rental.card6.heading","/rental-programme/","Programme grid card heading","","Y",""
"An award-winning operator overseeing daily resort operations.","由屡获殊荣的营运商负责度假村日常营运。","Pengendali yang memenangi anugerah yang menyelia operasi resort harian.","受賞歴のあるオペレーターが毎日のリゾート運営を監督しています。","rental.card6.body","/rental-programme/","Programme grid card body","","Y",""
"Please note: Programme details are subject to the official sale and tenancy/leaseback agreements. Rental programme terms, availability and conditions may change according to official agreements and project requirements. Interested buyers should review the complete terms with the authorised sales representative before making any decision.","请注意：计划详情以正式的买卖及租赁／回租协议为准。租赁计划条款、供应情况及条件可能根据正式协议及项目要求而有所变动。有意买家在作出任何决定前，应与授权销售代表一同审阅完整条款。","Sila ambil perhatian: Butiran program adalah tertakluk kepada penjualan rasmi dan perjanjian penyewaan/pajakan balik. Terma, ketersediaan dan syarat program penyewaan mungkin berubah mengikut perjanjian rasmi dan keperluan projek. Pembeli yang berminat harus menyemak syarat lengkap dengan wakil jualan yang sah sebelum membuat sebarang keputusan.","注意: プログラムの詳細は、正式な販売契約およびテナント/リースバック契約の対象となります。レンタル プログラムの利用規約、可用性、条件は、正式な契約やプロジェクトの要件に従って変更される場合があります。興味のある購入者は、決定を下す前に認定販売代理店と完全な条件を確認する必要があります。","rental.disclosure","/rental-programme/","Disclosure box","","Y","Same base text as villas.ownership.disclosure with a ""Please note:"" lead-in added"
"Get Pricing & Programme Overview","索取价格与计划概况","Dapatkan Harga & Gambaran Keseluruhan Program","価格とプログラムの概要を確認する","rental.gate.heading","/rental-programme/","Mid-page CTA gate heading","","Y",""
"Get villa pricing and a project overview, sent to you directly via WhatsApp.","别墅价格与项目概况，将直接透过 WhatsApp 发送给您。","Dapatkan harga vila dan gambaran keseluruhan projek, dihantar terus kepada anda melalui WhatsApp.","別荘の価格とプロジェクトの概要は、WhatsApp 経由で直接送信されます。","rental.gate.body","/rental-programme/","Mid-page CTA gate body","","Y",""
"Developer & Operator","发展商与营运商","Pembangun & Operator","開発者およびオペレーター","rental.track.eyebrow","/rental-programme/","Track record section eyebrow","","","Same as villas.track.eyebrow"
"An Operator With a Rental Track Record Since 2006","自2006年起累积租金发放实绩的营运商","Operator Dengan Rekod Jejak Sewaan Sejak 2006","2006年からレンタル実績のあるオペレーター","rental.track.h2","/rental-programme/","Track record section H2","","Y",""
"Rental paid since 2006","自2006年起发放租金","Sewa dibayar sejak 2006","2006 年以降のレンタル料金の支払い","rental.track1.heading","/rental-programme/","Track record card heading","","Y",""
"Rental honoured to owners across Lexis properties since 2006.","自2006年起，Lexis 旗下物业持续向业主发放租金。","Sewaan diberi penghormatan kepada pemilik di seluruh hartanah Lexis sejak 2006.","2006 年以来、レクシスの施設全体のオーナーに賃貸料が贈られてきました。","rental.track1.body","/rental-programme/","Track record card body","","Y",""
"2× Guinness World Records","2项健力士世界纪录","2× Rekod Dunia Guinness","2× ギネス世界記録","rental.track2.heading","/rental-programme/","Track record card heading","","",""
"Most swimming pools in a resort; most overwater villas in a single resort — existing Lexis Hibiscus, verified 2016.","度假村内泳池数量最多；单一度假村水上别墅数量最多——现有 Lexis Hibiscus，于2016年获认证。","Kebanyakan kolam renang di resort; kebanyakan vila atas air dalam satu resort — Lexis Hibiscus sedia ada, disahkan 2016.","リゾート内のほとんどのプール。単一リゾート内のほとんどの水上ヴィラ - 既存の Lexis Hibiscus、2016 年に確認。","rental.track2.body","/rental-programme/","Track record card body","","",""
"Developer since 1996","1996年创立的发展商","Pemaju sejak 1996","1996 年以来の開発者","rental.track3.heading","/rental-programme/","Track record card heading","","",""
"KL Metro Property Development Sdn. Bhd., a member of Kuala Lumpur Metro Group.","KL Metro Property Development Sdn. Bhd.，隶属于 Kuala Lumpur Metro Group。","KL Metro Property Development Sdn. Bhd., a member of Kuala Lumpur Metro Group.","KL Metro Property Development Sdn. Bhd., a member of Kuala Lumpur Metro Group.","rental.track3.body","/rental-programme/","Track record card body","Y","",""
"10.2 million guests","1,020万旅客","10.2 juta tetamu","1,020万人のゲスト","rental.track4.heading","/rental-programme/","Track record card heading","","",""
"Tourists from 186 countries hosted across Lexis resorts since 2006.","自2006年起，Lexis 旗下度假村已接待来自186个国家的旅客。","Pelancong dari 186 negara menjadi tuan rumah di seluruh pusat peranginan Lexis sejak 2006.","2006 年以来、レクシス リゾートでは 186 か国からの観光客が受け入れられています。","rental.track4.body","/rental-programme/","Track record card body","","",""
"60+ international awards","60多项国际奖项","60+ anugerah antarabangsa","60以上の国際的な賞を受賞","rental.track5.heading","/rental-programme/","Track record card heading","","",""
"Including World Luxury Hotel Awards and World Travel Awards across multiple years.","包括历年荣获的 World Luxury Hotel Awards 与 World Travel Awards 等奖项。","Including World Luxury Hotel Awards and World Travel Awards across multiple years.","Including World Luxury Hotel Awards and World Travel Awards across multiple years.","rental.track5.body","/rental-programme/","Track record card body","Y","",""
"The Villas","别墅","The Villas","ザ ヴィラズ","rental.villas.eyebrow","/rental-programme/","Villa pricing section eyebrow","","",""
"Villa Options Under the Programme","计划下的别墅选择","Pilihan Vila Di Bawah Program","プログラムのヴィラオプション","rental.villas.h2","/rental-programme/","Villa pricing section H2","","Y",""
"Type A Upper floor plan — 872 sq ft overwater villa with private pool, 2 bedrooms and 2 bathrooms","A 型上层户型平面图——872平方尺水上别墅，配备私人泳池，2房2卫","Pelan tingkat atas Jenis A — vila atas air 872 kaki persegi dengan kolam renang peribadi, 2 bilik tidur dan 2 bilik mandi","タイプ A 上層階プラン — プライベート プール、ベッドルーム 2 室、バスルーム 2 室付きの 872 平方フィートの水上ヴィラ","rental.villas.upper.image_alt","/rental-programme/","Villa card image alt","","","Same as villas.upper.image_alt"
"Type A — Upper","A 型 — 上层","Jenis A — Atas","タイプA — アッパー","rental.villas.upper.heading","/rental-programme/","Villa card heading","","",""
"Private pool · balcony","私人泳池 · 阳台","Kolam renang peribadi · balkoni","プライベートプール・バルコニー","rental.villas.upper.feature1","/rental-programme/","Villa card feature line","","",""
"872 sq ft · 81.14 m² · 2 bedrooms · 2 bathrooms","872平方尺 · 81.14平方米 · 2房2卫","872 kaki persegi · 81.14 m² · 2 bilik tidur · 2 bilik mandi","872 平方フィート · 81.14 平方メートル · ベッドルーム 2 室 · バスルーム 2 室","rental.villas.upper.feature2","/rental-programme/","Villa card feature line","Partial","","Keep sq ft / m² figures unchanged"
"From RM774,000*","RM774,000* 起","Daripada RM774,000*","RM774,000から*","rental.villas.upper.price","/rental-programme/","Villa card price","Partial","","Keep RM774,000 and * unchanged"
"Type A Lower floor plan — 858 sq ft overwater villa with private pool, 2 bedrooms and 2 bathrooms","A 型下层户型平面图——858平方尺水上别墅，配备私人泳池，2房2卫","Jenis A Pelan tingkat bawah — vila atas air 858 kaki persegi dengan kolam renang peribadi, 2 bilik tidur dan 2 bilik mandi","タイプ A 下層階プラン — プライベートプール、ベッドルーム 2 室、バスルーム 2 室付きの 858 平方フィートの水上ヴィラ","rental.villas.lower.image_alt","/rental-programme/","Villa card image alt","","","Same as villas.lower.image_alt"
"Type A — Lower","A 型 — 下层","Jenis A — Bawah","タイプ A — 下側","rental.villas.lower.heading","/rental-programme/","Villa card heading","","",""
"Private pool · balcony","私人泳池 · 阳台","Kolam renang peribadi · balkoni","プライベートプール・バルコニー","rental.villas.lower.feature1","/rental-programme/","Villa card feature line","","",""
"858 sq ft · 79.75 m² · 2 bedrooms · 2 bathrooms","858平方尺 · 79.75平方米 · 2房2卫","858 kaki persegi · 79.75 m² · 2 bilik tidur · 2 bilik mandi","858 平方フィート · 79.75 平方メートル · ベッドルーム 2 室 · バスルーム 2 室","rental.villas.lower.feature2","/rental-programme/","Villa card feature line","Partial","","Keep sq ft / m² figures unchanged"
"From RM774,000*","RM774,000* 起","Daripada RM774,000*","RM774,000から*","rental.villas.lower.price","/rental-programme/","Villa card price","Partial","","Keep RM774,000 and * unchanged"
"1,734 rooms in total — 910 overwater villas offered for ownership, 800 tower rooms and 24 aquarium rooms, with a sunken aquarium restaurant and the largest ballroom in Negeri Sembilan. Completion targeted 2029. Project GDV RM1.6 billion. *Pricing subject to availability and official price list.","总共1,734间房——910间供业权拥有的水上别墅、800间塔楼客房及24间水族客房，并设有沉降式水族餐厅及森美兰州最大宴会厅。竣工目标为2029年。项目总发展价值（GDV）为RM16亿。*价格视单位供应情况及官方价目表而定。","1,734 bilik kesemuanya — 910 vila atas air ditawarkan untuk pemilikan, 800 bilik menara dan 24 bilik akuarium, dengan restoran akuarium tenggelam dan bilik tarian terbesar di Negeri Sembilan. Penyiapan disasarkan 2029. Projek GDV RM1.6 bilion. *Harga tertakluk kepada ketersediaan dan senarai harga rasmi.","合計 1,734 室の客室 - 910 室の水上ヴィラが所有権を提供され、800 室のタワー ルームと 24 室のアクアリウム ルームがあり、沈没水族館レストランとヌグリ スンビラン最大のボールルームを備えています。完成目標は 2029 年。プロジェクト GDV は 16 億リンギット。 *価格は在庫状況と正式な価格表によって異なります。","rental.villas.footnote","/rental-programme/","Villa pricing section footnote","Partial","","Keep all figures (1,734 / 910 / 800 / 24 / 2029 / RM1.6 billion) unchanged"
"Purchasing","购买流程","Pembelian","購入","rental.purchase.eyebrow","/rental-programme/","Purchase process section eyebrow","","",""
"A Straightforward Purchase Process","简单直接的购买流程","Proses Pembelian yang Mudah","簡単な購入プロセス","rental.purchase.h2","/rental-programme/","Purchase process section H2","","",""
"From RM774,000","RM774,000 起","Daripada RM774,000","RM774,000から","rental.purchase.card1.heading","/rental-programme/","Purchase process card heading","Partial","","Keep RM774,000 unchanged"
"Entry pricing across villa types, subject to availability and official pricing.","各户型起价，视单位供应情况及官方价格而定。","Harga kemasukan merentas jenis vila, tertakluk pada ketersediaan dan harga rasmi.","ヴィラのタイプに応じた入場料は空室状況と正式な価格に応じて異なります。","rental.purchase.card1.body","/rental-programme/","Purchase process card body","","",""
"Foreign buyers welcome","欢迎外国买家","Pembeli asing dialu-alukan","外国人バイヤー歓迎","rental.purchase.card2.heading","/rental-programme/","Purchase process card heading","","",""
"Yes, subject to minimum price thresholds that vary by state, and separate rules apply to MM2H participants. Confirm the current threshold for Negeri Sembilan with our consultant before committing.","可以，惟须符合各州属不同的最低购买价格门槛，MM2H 参与者则另有规定。请在作出决定前，向我们的顾问确认森美兰州现行的门槛。","Ya, tertakluk kepada ambang harga minimum yang berbeza mengikut negeri, dan peraturan berasingan dikenakan kepada peserta MM2H. Sahkan ambang semasa untuk Negeri Sembilan dengan perunding kami sebelum membuat komitmen.","はい、州によって異なる最低価格基準があり、MM2H 参加者には別のルールが適用されます。コミットする前に、Negeri Sembilan の現在のしきい値を当社のコンサルタントに確認してください。","rental.purchase.card2.body","/rental-programme/","Purchase process card body","Partial","","""MM2H"" verbatim"
"Common Questions","常见问题","Soalan Lazim","よくある質問","rental.faq.eyebrow","/rental-programme/","FAQ section eyebrow","","","Same as villas.faq.eyebrow"
"Before You Decide","决定前须知","Sebelum Anda Memutuskan","決める前に","rental.faq.h2","/rental-programme/","FAQ section H2","","",""
"What happens after the first 3 years?","首3年后会如何？","Apa yang berlaku selepas 3 tahun pertama?","最初の 3 年後はどうなりますか?","rental.faq.q1","/rental-programme/","FAQ question 1","","Y",""
"From years 4 to 15, the programme moves to a profit-sharing phase, paid monthly and apportioned among participating owners. Exact terms are set out in the official sale and tenancy/leaseback agreements — reach out via WhatsApp for more details.","第4年至第15年，计划将进入利润分享阶段，按月支付，并在参与业主之间分配。确切条款载于正式的买卖及租赁／回租协议——欢迎透过 WhatsApp 了解更多详情。","Dari tahun 4 hingga 15, program ini bergerak ke fasa perkongsian untung, dibayar setiap bulan dan dibahagikan antara pemilik yang mengambil bahagian. Syarat yang tepat ditetapkan dalam perjanjian jualan dan penyewaan/pajakan balik rasmi — hubungi melalui WhatsApp untuk mendapatkan butiran lanjut.","4 年目から 15 年目まで、プログラムは利益分配フェーズに移行し、毎月支払われ、参加しているオーナー間で分配されます。正確な条件は、正式な販売契約およびテナント/リースバック契約に定められています。詳細については、WhatsApp 経由でお問い合わせください。","rental.faq.a1","/rental-programme/","FAQ answer 1","","Y","Also in FAQPage JSON-LD with a slightly longer question wording — ZH normalizes to identical answer text"
"Can I stay in my own villa?","我可以入住自己的别墅吗？","Bolehkah saya tinggal di vila saya sendiri?","自分のヴィラに滞在できますか?","rental.faq.q2","/rental-programme/","FAQ question 2","","Y",""
"Yes — owners taking part in the rental programme enjoy 10 complimentary nights' stay per year.","可以——参与租赁计划的业主每年可享有10晚免费入住。","Ya — pemilik yang mengambil bahagian dalam program penyewaan menikmati 10 malam percuma setiap tahun.","はい。レンタル プログラムに参加しているオーナーは、年間 10 泊の無料滞在をお楽しみいただけます。","rental.faq.a2","/rental-programme/","FAQ answer 2","","Y","Also in FAQPage JSON-LD — identical wording"
"Who manages the unit?","谁负责管理单位？","Siapa yang menguruskan unit?","誰がユニットを管理していますか?","rental.faq.q3","/rental-programme/","FAQ question 3","","",""
"Lexis Hotel Group operates the resort — furnishing, upkeep and hotel operations included. Owners are not involved in day-to-day operations.","度假村由 Lexis Hotel Group 营运——涵盖装修、维护及酒店营运。业主无需参与日常营运。","Lexis Hotel Group mengendalikan resort — kelengkapan perabot, penyelenggaraan dan operasi hotel termasuk. Pemilik tidak terlibat dalam operasi harian.","Lexis Hotel Group がリゾートを運営しており、家具、維持管理、ホテル運営も含まれています。オーナーは日常業務には関与しません。","rental.faq.a3","/rental-programme/","FAQ answer 3","","","Also in FAQPage JSON-LD — identical wording"
"Can I exit the programme?","我可以退出计划吗？","Bolehkah saya keluar dari program ini?","プログラムを終了できますか?","rental.faq.q4","/rental-programme/","FAQ question 4","","",""
"Owners may terminate the tenancy by giving 3 months' advance written notice.","业主可提前3个月发出书面通知以终止租赁。","Pemilik boleh menamatkan penyewaan dengan memberikan notis bertulis awal 3 bulan.","所有者は、3 か月前に書面で通知することにより、テナント契約を終了することができます。","rental.faq.a4","/rental-programme/","FAQ answer 4","","","Also in FAQPage JSON-LD — identical wording"
